x,y
5.129108425839569827e+04,1.939822902960758608e-10
6.294731964370799687e+04,2.133756842566206945e-10
6.765799530972818320e+04,2.027393718148084152e-10
4.650874842157868261e+04,1.582932615145936786e-10
5.832917368425177847e+04,2.004338507189875459e-10
4.303546061275630200e+04,1.846253915696762588e-10
3.602989294117807731e+04,1.384160178756088515e-10
4.973470967071646737e+04,1.399022938210710841e-10
3.348082208910588815e+04,1.411566687334312151e-10
3.867077114636545593e+04,1.209174293190483346e-10
3.668719260460465011e+04,1.537689411016248561e-10
4.074068030013106181e+04,9.901706915391011566e-11
3.448741119640367833e+04,1.134094358807553328e-10
3.261985598815162666e+04,1.213389060198283397e-10
3.660719818210270751e+04,9.008350356261130107e-11
3.698275996010460949e+04,7.911476356062804672e-11
3.575359815685617650e+04,1.072461804473926508e-10
3.213498998056543132e+04,7.372660827917730211e-11
2.442673834186446766e+04,6.724607470726069368e-11
2.234720342312637149e+04,7.610920664560565658e-11
2.445880695620114784e+04,6.636328750021548561e-11
2.791335756755518378e+04,6.028971263503744646e-11
2.126781997761176535e+04,4.700724283765159979e-11
2.711409500368358204e+04,5.141421758909352511e-11
3.244183750477204012e+04,5.287217750336419602e-11
3.085653576726689062e+04,4.271041677958647036e-11
2.792107926461090756e+04,4.561277328402917116e-11
2.343884939987940015e+04,3.999942182160046445e-11
2.265426436352741075e+04,3.991295686640971906e-11
2.247626977646841624e+04,2.792787167069537873e-11
2.546546071621757437e+04,2.071570728838506996e-11
3.027948868465444684e+04,1.521032925100291716e-11
2.073697413091703856e+04,1.018620869221635618e-11
1.993460720952493648e+04,7.890479210872783535e-12
3.105890747834161084e+04,4.083000311823304108e-12
3.024882342758371669e+04,2.702319766526344449e-12
2.211703975517372601e+04,2.145256807421570943e-12
2.913748092187491784e+04,1.385431796856670772e-12
2.203889493752336421e+04,1.435366865210525442e-12
2.814934735741128316e+04,1.216737135966762055e-12
2.592443069932097569e+04,1.218420076388108442e-12
1.698519587356880220e+04,9.718218271094012735e-13
2.121721791267335720e+04,9.722733737072685532e-13
1.482404740126356955e+04,1.121208584755597307e-12
1.795786610646839472e+04,9.283031844099379938e-13
1.227574891676541847e+04,1.074725612666075186e-12
1.042348276276593060e+04,8.501613680211722598e-13
1.099046992746199612e+04,1.133174136420195351e-12
1.176186077449869117e+04,1.221622353540422831e-12
7.121836987056820362e+03,1.389128415197479448e-12
7.912448973606531581e+03,2.150742390198570470e-12
8.544768416624330712e+03,5.525525084541043052e-12
9.914636359655041815e+03,1.410205170998819968e-11
9.085947067401430104e+03,3.748511065057395144e-11
8.087405666565638057e+03,6.322857096059119632e-11
8.739028458896116717e+03,1.575558338408884316e-10
1.107139897762079636e+04,4.683506430267058684e-10
7.788587910944644136e+03,8.539056551018459735e-10
7.856961940967960800e+03,2.090539375330944941e-09
8.889595119481620713e+03,6.317713857220034893e-09
9.370439134934571484e+03,6.617253720883816947e-09
1.272422592510463073e+04,5.125563727275741140e-09
9.949256488705152151e+03,7.563545900987246617e-09
1.234133971849231239e+04,7.693124601404334119e-09
1.618078661333114178e+04,7.141958357136300047e-09
1.309836040437008342e+04,6.954326365481677355e-09
1.558910579231045267e+04,6.723303122981021179e-09
2.201683252097654258e+04,6.974793775286851788e-09
1.877337250869316267e+04,7.287301678145906803e-09
2.463762618646477858e+04,5.117784679609314578e-09
1.986539521646612047e+04,4.473070725197548479e-09
2.094816196490398215e+04,4.166396324651208616e-09
2.570453097190919652e+04,2.381263779929276875e-09
2.785097107940653586e+04,2.096884959484856802e-09
2.829783994851119860e+04,1.707987206105694259e-09
2.360175001655600863e+04,8.542029373432986078e-10
2.583239199347829708e+04,9.374274310661217268e-10
2.512586287531804919e+04,6.677221976860825128e-10
2.820586124241249490e+04,4.622131753478089523e-10
2.527905810161435511e+04,3.059536312348053980e-10
2.542739718472749155e+04,1.881374160042706467e-10
2.634516545841704283e+04,2.270865731426971798e-10
2.605816276478106738e+04,2.092018108049740022e-10
3.013300646110648449e+04,2.903932939656548082e-10
3.241146975183254835e+04,2.471797217572306594e-10
2.695745437532193682e+04,3.239508323043739976e-10
2.928306391269535743e+04,2.404959752114064327e-10
2.656404520448636322e+04,2.783989993466805326e-10
3.549752742777059029e+04,2.887232248178833731e-10
3.469031563402662141e+04,3.231833151030962209e-10
4.451738701686448621e+04,3.620416803578510621e-10
4.747363330566207151e+04,3.893145329236455657e-10
3.720035724360489257e+04,2.949168249888952266e-10
4.870528008488611522e+04,3.059548241242176158e-10
3.773583474055167608e+04,4.111920715626679667e-10
3.935400751932233106e+04,4.351601836526772806e-10
3.965879228720818355e+04,3.936981813800299844e-10
5.171828210878153914e+04,4.155041519745739986e-10
6.158368930204153730e+04,3.732255115842864316e-10
4.988878613926736580e+04,3.777003905528311478e-10
6.519083579071214626e+04,3.857737784655518271e-10
5.478137371001905558e+04,5.838840412997539211e-10
7.264178916846706124e+04,5.524661005329889200e-10
6.478598572969786619e+04,6.099623478410713764e-10
7.325422904256547918e+04,4.218119006370548031e-10
7.073462246642306854e+04,4.141980998507698356e-10
8.188447174994274974e+04,4.265983822184888653e-10
8.092308807400485966e+04,6.041384834113715273e-10
7.458633402591456252e+04,4.480248202305446828e-10
1.106302289927138045e+05,6.080425347254752185e-10
9.251143505091298721e+04,5.810621207153717372e-10
1.127713655109974934e+05,5.900458666322187681e-10
1.303793871784205548e+05,5.073777403003533364e-10
9.330616197415355418e+04,4.991550020370469464e-10
1.371658112304909155e+05,5.471416678414683964e-10
1.183743208770089987e+05,7.349665418862372075e-10
1.340893800672697544e+05,7.054296292540843188e-10
1.709336360137599404e+05,6.508689048016136854e-10
1.306756369377480296e+05,6.942147644638016266e-10
1.979943285787754576e+05,7.637103103952700941e-10
1.942741851947574469e+05,7.692869639863930007e-10
1.790874135743396182e+05,6.510897539302385574e-10
1.680556444640113623e+05,6.772057127201371209e-10
2.035030850570685579e+05,7.161747764189870762e-10
2.369697387937105377e+05,7.333234697253533478e-10
2.465672670405040262e+05,6.439454354421067034e-10
3.539610580633179052e+05,4.930708116386845229e-10
3.278441128494921140e+05,4.793795912839861289e-10
3.074365045984247699e+05,5.723252139477688880e-10
3.937252476156102493e+05,6.070401976274205616e-10
4.343614399461415014e+05,5.338646518164978158e-10
4.840894095973142539e+05,5.982969265892591577e-10
4.767505499446812319e+05,5.067183959672467633e-10
4.734632904755643103e+05,5.492705722247404756e-10
5.114383887015281944e+05,4.297106035324068663e-10
5.432320476094484329e+05,3.648279368475807665e-10
5.221513363490147167e+05,3.548505124530362292e-10
6.057672297636078438e+05,4.756804566878274179e-10
7.851417485376541736e+05,3.520786044659181486e-10
9.323715289770755917e+05,3.949975823243291361e-10
1.032247180511713843e+06,4.157167740653323781e-10
8.558131575002387399e+05,3.020668333938769873e-10
8.700126337723061442e+05,3.762713315434504336e-10
8.229113305670748232e+05,2.663632415562453594e-10
1.048837255123188486e+06,2.778723226154839768e-10
1.374704720658319071e+06,2.095878690543951655e-10
1.046627681513587013e+06,2.369684945481105340e-10
1.271985840699351393e+06,2.268879554904859402e-10
1.528781236327090999e+06,2.082851209749260424e-10
1.380027974029127043e+06,2.112578836065763013e-10
1.432629237902297173e+06,1.640189110415786641e-10
1.745575385202704230e+06,1.936995179050727855e-10
1.185763015133496141e+06,1.771614448412374019e-10
1.621355613662434509e+06,1.268271699040619619e-10
1.399431765632557450e+06,1.404890446036966657e-10
1.500859385482417420e+06,1.000725120078800448e-10
1.686966110889167758e+06,1.054684230384847973e-10
1.298724304780493490e+06,8.374355505241419955e-11
1.586096939852759941e+06,9.088899638239733615e-11
1.386813922207895899e+06,7.177933149114564074e-11
1.413769603246508399e+06,5.324532816393798990e-11
1.822252819010132225e+06,5.474135811251721552e-11
1.856931208626552951e+06,4.256934064404267795e-11
1.565745655117497081e+06,3.684011525514054545e-11
6.115764522958736420e+08,2.585497923435187358e-10
4.340860306410887241e+08,1.849250121450507388e-10
4.671553254768662453e+08,1.786863385945414401e-10
5.339252783347845078e+08,1.968114707985713033e-10
4.707999753718980551e+08,2.096628404841155065e-10
5.859733167550033331e+08,2.268945330812374118e-10
5.299801149644169211e+08,2.184748985259356180e-10
3.873780253509240746e+08,2.172649150767307808e-10
4.742521583234625459e+08,1.985891729939225136e-10
3.585377026825357676e+08,1.779610017205333290e-10
4.749011103456006646e+08,1.798530233181890313e-10
4.804888727373299003e+08,2.356652227870793813e-10
4.920808399656372070e+08,1.928906348391995823e-10
5.003643243879954219e+08,1.823890463022801089e-10
4.014847122788153887e+08,1.948253329268240373e-10
3.851108938679682016e+08,2.852626711770479834e-10
4.492068966335362196e+08,2.705475503155011159e-10
3.081766294756160975e+08,2.168755993378882657e-10
4.372277217916780114e+08,2.575794125082708989e-10
3.441780700727356076e+08,2.385970420977648583e-10
3.897770814101763368e+08,2.546729633399744329e-10
3.963305757244924307e+08,2.785505484648070195e-10
3.129904378488411903e+08,2.486913928495946983e-10
3.844616333700429797e+08,2.340276582528183423e-10
3.154085294989407063e+08,2.507165572202296883e-10
3.127956386962428689e+08,2.794200525559439609e-10
3.998330116844249368e+08,2.087511054732406406e-10
3.256808431047943234e+08,2.310790779913554611e-10
3.379041702223178744e+08,2.915407463833734112e-10
2.830852446767302155e+08,2.643362493315550193e-10
2.859450781657891273e+08,2.342930983083611364e-10
2.427939926089021862e+08,2.707385458956428562e-10
3.222123523327201009e+08,3.083681746854175039e-10
3.318790653782163262e+08,2.859848913503614379e-10
2.237251828191894591e+08,2.507544739581419963e-10
2.562350317470699549e+08,2.734880222551487318e-10
2.440590751574396789e+08,2.666422667775083383e-10
2.750068348250787258e+08,2.607646086151403689e-10
2.290555825821228623e+08,2.374794734563542932e-10
2.081964904874435663e+08,2.964266763284849999e-10
2.349587886655090749e+08,3.143942485414871204e-10
2.332471481643688381e+08,3.054863391960369807e-10
2.225003574073133469e+08,2.148412507655800741e-10
1.670422080915370286e+08,2.091795014149660478e-10
2.206207798838994801e+08,2.482262950538335013e-10
1.533690782196387351e+08,2.600778134535979235e-10
1.536880148910884261e+08,2.105921910380830833e-10
1.684948966616343856e+08,1.898096058674760050e-10
1.491567958286945522e+08,2.311040926960824817e-10
1.611579445863621831e+08,2.105654725688319445e-10
1.148051758382163942e+08,1.972786236038087109e-10
1.029210676201845855e+08,2.333697378424913519e-10
9.800082648682098091e+07,2.506659582282280539e-10
1.059682332969387919e+08,1.738429929099678332e-10
9.038728342384764552e+07,2.522910662662446207e-10
9.630888721966315806e+07,1.645183392477582698e-10
6.681563018064810336e+07,1.990572268083217445e-10
8.747566967906312644e+07,2.045198039956706385e-10
8.514014540712505579e+07,1.575475457797705096e-10
5.918004285328302532e+07,1.392076552225460163e-10
7.185033117812466621e+07,1.885864863094037471e-10
5.471743085869407654e+07,1.200046306561233032e-10
7.375225913925905526e+07,1.236739508702116758e-10
6.515651375181220472e+07,1.328789279341767271e-10
4.515865099595182389e+07,1.565747079366793361e-10
5.216396720467995852e+07,1.256336446838831456e-10
5.437160408116869628e+07,9.499241837131631020e-11
4.535947441731082648e+07,1.254346530647242376e-10
4.822709053135938197e+07,1.185649235682026999e-10
5.103201853652512282e+07,1.143508342730839740e-10
3.845256349761274457e+07,8.353785249279503811e-11
4.628226511374651641e+07,7.501608693240276114e-11
4.000654469103179872e+07,8.736404536789770051e-11
3.537125411831790954e+07,8.251276997706092857e-11
3.698363906215035915e+07,6.315198924616999802e-11
3.674106682089947909e+07,5.326256943577378007e-11
3.782533104233612120e+07,5.920332586408132049e-11
3.199115633267338201e+07,5.345737008620121788e-11
4.752780113256555796e+07,5.168265337497626424e-11
3.795177633955613524e+07,4.213758507711756174e-11
3.672555442891232669e+07,4.013610918998531085e-11
3.415985691071598232e+07,4.266789938257066677e-11
3.918809257224888355e+07,2.480692454670113877e-11
4.474840441175464541e+07,3.171070029692312071e-11
3.258627418201331422e+07,2.059989721327925776e-11
3.093182663559197634e+07,1.655816867632479352e-11
4.067646108869138360e+07,1.087171039992779836e-11
3.156227593712079898e+07,9.070112692007743314e-12
4.405826151514963806e+07,7.284408061299905677e-12
3.283767514749195054e+07,3.984980970560245394e-12
4.000777366305170208e+07,4.036791181541688889e-12
3.876151469978455454e+07,2.051509740735515613e-12
3.806300054384580255e+07,1.404272134206975862e-12
4.290374205917451531e+07,1.208945741941440454e-12
3.063679094415765256e+07,1.034025849644947883e-12
3.916007616974862665e+07,8.962306010363694115e-13
2.335617750157145783e+07,1.094784653950593971e-12
2.763105619162770733e+07,8.385653747326928149e-13
1.935752180463487282e+07,1.233970282385845605e-12
2.213453047626708820e+07,1.051486913296207213e-12
1.920314829602351040e+07,1.238478303398327575e-12
2.211088990711269900e+07,1.146075937849812154e-12
1.893873792409761995e+07,7.945880277569988591e-13
1.354803495389861800e+07,8.650663201691663361e-13
1.046711102299666777e+07,9.814701171958059094e-13
1.210889516418015584e+07,2.023324635091157319e-12
1.634122123430798762e+07,3.039124488077898188e-12
1.196502522666893527e+07,6.031876955160998146e-12
1.207753928424415179e+07,1.079873720207523347e-11
1.213658490169145912e+07,1.715930573851508862e-11
1.372657977209832333e+07,4.126652752949673601e-11
1.626349918516582064e+07,5.746933810389928950e-11
1.545890003402088396e+07,1.146579381599143625e-10
1.244801847742968053e+07,2.381641607726762914e-10
1.049440356199584715e+07,3.380588292289514794e-10
1.349015678441797756e+07,4.953797432775844555e-10
1.445874348045320250e+07,6.779448330772756056e-10
1.982078136977352947e+07,5.147886252774891245e-10
2.166531328975216672e+07,4.965952390420761649e-10
2.146426534946301952e+07,6.473933110646051629e-10
2.166083839512060210e+07,5.471235178383523082e-10
2.354850185902965814e+07,4.727316610354752704e-10
3.229933270363434032e+07,6.006317002958105891e-10
3.620047784874290228e+07,4.729122732444550180e-10
3.295184778365323320e+07,5.187899553190981877e-10
4.251311345110068470e+07,6.016166727368980660e-10
3.371729710074394196e+07,4.113866289686519225e-10
4.245429317425340414e+07,4.802504809157496729e-10
3.115091076655174047e+07,3.806410362401122761e-10
3.899020547914289683e+07,2.991567984989642932e-10
3.273436723220654577e+07,3.066230042310003439e-10
3.042099843170686066e+07,3.687255918334152509e-10
3.285109387621164694e+07,3.020346750385618486e-10
3.260231615099267662e+07,2.436594278875178812e-10
3.883761207818289846e+07,2.676814762259701810e-10
4.329239322030569613e+07,2.223515699530811022e-10
3.296133472116297483e+07,1.708710423223401816e-10
4.857187529329834878e+07,2.152446318700860210e-10
4.617097449420011044e+07,2.207074836529216078e-10
5.239318137783197314e+07,2.660753118414387907e-10
3.993734729388137162e+07,3.023394488440229963e-10
3.692299364634983987e+07,2.183886817083522039e-10
4.540744051628645509e+07,2.346972352634573495e-10
4.277205779906878620e+07,3.087437677248785542e-10
4.125266002127359062e+07,3.520535952693888175e-10
4.203215870328075439e+07,3.035493281468753022e-10
4.644860442506502569e+07,3.755277755843659405e-10
5.474079754641664773e+07,3.791964900702044951e-10
7.436014004562832415e+07,4.446709021437275345e-10
6.847262970684559643e+07,3.056973677475931976e-10
7.905509769238226116e+07,3.835276220647683484e-10
6.703009171084827930e+07,5.013434331369416716e-10
6.502960842689358443e+07,4.183412269161357157e-10
5.942031122925637662e+07,3.728194515579003762e-10
8.808460062409409881e+07,3.550075472782589663e-10
9.298348459303370118e+07,4.861967593251761067e-10
9.287747371625708044e+07,5.878977474116158054e-10
8.169332212119221687e+07,4.088790426867864950e-10
8.378392903046526015e+07,4.693533870870215818e-10
1.258535204906368554e+08,4.930693861216288740e-10
8.806920795183901489e+07,4.750973727698312512e-10
9.713258281100516021e+07,5.236871109902709822e-10
9.494223140073017776e+07,4.969181553059620396e-10
1.567020897570328712e+08,5.428606390143881222e-10
1.491024167887994647e+08,4.915464179744412678e-10
1.529491210900495946e+08,5.162691383151761031e-10
1.845548117339538336e+08,5.389940478838295935e-10
1.316497717246670872e+08,5.724187311690681144e-10
1.506673204425401688e+08,5.591941613569714232e-10
1.512894502149466276e+08,6.150366747474021532e-10
1.857349513596763909e+08,7.220227990497713267e-10
2.120411237220416665e+08,6.102196673066617369e-10
2.099969576639166474e+08,5.399301239286120487e-10
2.736252314323520660e+08,5.756438153791983343e-10
2.932257097259148955e+08,6.841668727418100206e-10
2.618075882489475906e+08,5.246208848815272705e-10
2.850420653496992588e+08,7.468304882099285311e-10
2.672366843289835453e+08,7.285125599956383068e-10
2.817432222031781673e+08,5.578089114948296874e-10
2.525836453305771649e+08,5.346419914051561083e-10
3.505444703082457185e+08,7.406791762272844792e-10
3.971458854290314913e+08,7.234255788287898114e-10
3.880629408107762337e+08,7.205567499933082531e-10
2.690489601121529937e+08,5.405394924779880417e-10
2.647987907969137728e+08,7.558242185129341541e-10
3.387398256140033603e+08,6.366810333812519781e-10
2.959346878365328312e+08,5.672755094955721156e-10
4.077701255926887393e+08,5.109603925874249283e-10
2.751391398550298214e+08,7.040528482077545313e-10
2.843638716331498623e+08,6.320520113576863469e-10
4.355610376674318314e+08,5.414412430342341300e-10
4.338540279590004086e+08,5.367505003512908743e-10
4.126225176997916102e+08,5.334222897188444846e-10
3.729456019365170002e+08,5.060326981954988674e-10
3.770150890759122968e+08,5.632984937813734555e-10
3.772159191165816188e+08,6.517906549043682040e-10
3.378853880133854747e+08,7.678340907039416051e-10
3.332435334500699639e+08,5.066762629942571659e-10
4.362190180515757203e+08,6.851914091784027153e-10
4.099955788102803230e+08,7.462606036599857837e-10
4.168706384545465708e+08,6.522905372793427414e-10
4.145439708080007434e+08,5.758965481859400629e-10
3.723784166371551752e+08,6.951515436338698383e-10
4.952155226392456293e+08,6.698531265706129944e-10
5.031942253734646440e+08,6.270117338387876887e-10
4.133302580268402100e+08,5.308832339654593406e-10
4.555660045297527909e+08,4.963831101279706259e-10
4.608592708882128000e+08,5.008425859542522391e-10
4.936597331704325080e+08,5.750108302724226688e-10
3.734758136714914441e+08,6.963370980557792844e-10
5.396696015648473501e+08,5.612650166397254942e-10
4.061930809510747194e+08,6.324709192215556825e-10
3.990230304926949143e+08,5.008270987490611933e-10
4.904155201956859231e+08,4.868944463104091983e-10
5.307446289020743370e+08,5.935823521317492383e-10
4.728097063184402585e+08,7.002012732687373594e-10
4.118173282958874702e+08,5.984651860406928422e-10
4.078502847282508612e+08,6.226604658984706585e-10
4.793819925840246081e+08,6.345531288055667369e-10
6.032022892826730013e+08,6.740276646241034230e-10
4.722355877997106910e+08,6.267064141813354752e-10
4.822464690341445208e+08,5.863585248785594170e-10
5.817129083193774223e+08,3.746163323873987923e-10
5.360941103680062294e+08,4.433216746815422282e-10
4.740234576707800031e+08,4.084712753705087029e-10
5.999889458830034733e+08,2.760152292082725487e-10
5.506778435012052059e+08,2.413226798661168849e-10
4.946097211471179724e+08,2.342238320104441201e-10
5.427816160502696037e+08,2.178416355850362977e-10
4.352624567007727027e+08,1.804061790474156196e-10
1.370773257138617992e+09,5.027140050170962400e-10
1.647852525558208466e+09,5.275654088257302603e-10
1.595136084902410269e+09,6.474113755766064754e-10
2.459539557752430916e+09,5.842995596227076642e-10
1.727096680159079790e+09,4.705378384316427125e-10
2.460527991757321835e+09,5.923230148475364138e-10
2.856860112481887817e+09,4.848882887665610037e-10
2.659059924510491371e+09,5.220447835678217660e-10
3.519939589350124359e+09,4.676358954632447845e-10
3.750082033987619877e+09,5.547504357226166559e-10
4.075542318114082336e+09,6.620790330387736845e-10
4.462023270801429749e+09,6.540204475141027674e-10
4.845351873858896255e+09,5.120515235574663657e-10
4.753227989168754578e+09,4.276985313064093531e-10
5.305738971743433952e+09,2.119772465097549907e-10
4.655572237292215347e+09,1.122316334568667825e-10
4.842988827239865303e+09,6.915389328297437104e-11
3.585711712935112953e+09,5.243237267574801098e-11
4.137405757563736916e+09,2.367240129349593774e-11
3.963868885357971191e+09,1.641435545487831719e-11
4.080413917797162056e+09,9.418507857522052115e-12
4.568742535250715256e+09,6.696091488348068182e-12
3.825273321006076813e+09,3.484636630966286195e-12
3.738900682745278835e+09,1.839131189301234190e-12
3.905700055021770000e+09,1.132243635398613196e-12
4.526748202466472626e+09,1.192624190376723756e-12
4.174414198350470543e+09,9.673291706487591725e-13
3.269188102287875175e+09,8.569329274851622039e-13
2.921535145744690895e+09,1.034369069069779454e-12
3.577126293551465034e+09,1.191781686216715473e-12
2.422221812528470516e+09,8.263936032485628662e-13
2.014168153060324430e+09,1.050605803915524156e-12
2.740726218920285225e+09,9.104281569176730233e-13
2.317747743190771103e+09,1.242708428294797465e-12
1.810881529812697411e+09,1.179949133258375483e-12
1.654674914332923412e+09,1.240724334918218319e-12
1.701805370919549704e+09,1.057101455091832680e-12
1.443123019149114370e+09,1.086697446586440835e-12
1.555294553822316885e+09,1.806900194094773177e-12
1.328426157410494566e+09,3.718023998950522101e-12
1.252078724782688618e+09,5.416634150011324141e-12
1.422701123995537519e+09,9.005441759700552472e-12
1.909493925997503996e+09,1.610968586853701193e-11
1.259296917626504183e+09,2.253379533095558540e-11
1.669346310737016678e+09,4.140555652724750984e-11
1.924024900823871613e+09,7.810842642507358775e-11
1.886264407946805716e+09,1.073287696946889996e-10
1.777966167060628414e+09,2.277648708364413170e-10
1.265336023607568264e+09,3.696878186361530332e-10
1.323709964486062288e+09,5.299669867525975995e-10
1.925145749878901482e+09,5.305687912493775945e-09
1.388116681969940901e+09,6.656506307216455456e-09
2.057733111725420475e+09,7.499175411386177042e-09
2.157631420639704227e+09,6.215436443567549804e-09
2.570931228605973244e+09,6.425511139161508297e-09
1.935871408685918093e+09,6.080023591614506760e-09
2.286468345446090221e+09,5.217103220378435108e-09
3.429434108534785271e+09,6.980726775914365398e-09
2.464832998074353695e+09,7.334597289056041346e-09
2.972101929298364162e+09,6.941628692323703681e-09
3.069067753470355988e+09,7.874864910878498062e-09
3.606359812338170052e+09,6.666780050143634561e-09
4.039480118644920349e+09,5.458203088093894155e-09
3.799186401604665279e+09,5.391493163921753421e-09
4.979292843421748161e+09,5.439083500638052463e-09
4.395379603112267494e+09,5.761201350284691512e-09
4.481966846233975410e+09,4.315061439349712779e-09
4.774605114017504692e+09,4.556586344463821974e-09
4.424672023880965233e+09,3.129528895645406625e-09
4.813489975467044830e+09,3.660481965923040635e-09
4.892797129879760742e+09,3.327010456614808066e-09
4.763659512329323769e+09,2.608323907906584324e-09
5.158093557261032104e+09,2.439504190411362662e-09
4.909018775171499252e+09,1.623183396585000993e-09
5.403967497916982651e+09,1.573685761035308668e-09
5.117109018373218536e+09,1.924348749420622322e-09
4.645348517935927391e+09,1.493009464490011711e-09
3.598118405281289577e+09,2.095935080580646984e-09
3.075586174404116154e+09,1.965809896388385337e-09
3.011388953647296906e+09,1.859593680164334567e-09
3.077341237209658623e+09,1.866530754877563122e-09
2.922667917707195759e+09,1.958887515209695909e-09
2.425299375498439789e+09,2.078975926953435959e-09
2.314210739454189301e+09,1.393807511259211918e-09
1.694239703689153194e+09,1.424394099994120342e-09
1.515939409097431898e+09,1.377201784756817328e-09
1.442514167202805281e+09,1.700125510026203072e-09
1.460979671774627686e+09,1.558703182124931976e-09
1.439984895375977993e+09,2.277796983493200189e-09
1.799584940284543753e+09,2.275999986008266407e-09
1.505874105145606279e+09,2.541670447336020698e-09
1.922217992929657459e+09,3.230051986268548967e-09
1.876118960035255194e+09,3.688068877256334592e-09
1.779180769094632864e+09,2.702814225968928556e-09
1.379274927474579096e+09,3.636557441984976500e-09
1.685639121138711929e+09,3.553369090449614418e-09
1.227191474400908709e+09,4.255681959817904848e-09
1.448758991093990326e+09,4.473639020082742514e-09
1.686277550738908768e+09,6.665970106907504384e-09
1.836750601068098307e+09,5.231886570168510790e-09
1.883948863473306885e+12,5.086605097287930954e-10
1.700163240091358398e+12,3.436119303408155044e-10
2.029947225509265869e+12,3.318130137323569861e-10
1.902219269318543701e+12,3.032838083694613446e-10
2.410957759862878418e+12,3.606744046753518595e-10
2.134434856022747070e+12,2.589237036600372357e-10
2.131611883743508545e+12,2.545692861723306674e-10
2.243469433484059570e+12,1.930136808033162895e-10
2.525985745762871582e+12,1.996389277181002302e-10
1.709479390898872559e+12,2.104246861796710602e-10
1.718864718879880859e+12,1.437237898677450898e-10
1.614790182936705566e+12,2.084226755298893564e-10
2.293180477971455078e+12,1.690253767624031195e-10
2.063117484195139648e+12,1.459980591458911474e-10
2.152825581940955322e+12,2.290322602022924687e-10
2.015150061015445801e+12,1.512288169838318111e-10
1.670978023993677246e+12,2.010422410274400681e-10
1.769207930822184326e+12,1.946991310941352535e-10
1.189156030180229248e+12,2.037001633969529403e-10
1.231354952022163086e+12,1.848761875258105799e-10
1.455247100463662842e+12,2.357518604859987514e-10
1.048509551389334839e+12,2.578219700326930029e-10
1.318188504046051514e+12,2.417984224346203021e-10
1.219290788875955078e+12,1.849351247391229578e-10
9.631024455621428223e+11,2.415759425147210503e-10
8.991371906751826172e+11,2.046230354115781773e-10
1.101927324783755371e+12,2.122766466259179846e-10
9.488976064730314941e+11,2.010553542697138659e-10
8.623719429672047119e+11,2.769891432727630342e-10
7.814580130177280273e+11,2.752829457517850566e-10
8.487096569276801758e+11,2.812109327785807522e-10
7.235824081869100342e+11,2.257257178761077850e-10
9.053181491769301758e+11,2.186251065866466534e-10
7.184469091692132568e+11,2.004504943441692807e-10
6.453697737833546143e+11,2.870270314259647101e-10
6.793232210807681885e+11,2.795232824892516404e-10
5.656156914640689697e+11,2.774713409871013506e-10
5.639945366949976807e+11,2.931091770940826630e-10
4.770513805643699951e+11,2.795993822579066056e-10
5.435334945867434082e+11,2.591151220025433681e-10
5.505421530677221680e+11,2.364348716256592581e-10
5.474983746501982422e+11,2.221953241155709686e-10
5.228798660447453613e+11,2.616692568742672193e-10
5.577729520451760254e+11,2.728215972232082313e-10
5.438677445118946533e+11,2.707627849191686367e-10
4.087182504082343140e+11,2.159683148465491251e-10
4.702753626517570801e+11,2.901930809539696961e-10
4.558746228396881714e+11,2.150280507600426064e-10
2.985793062372474365e+11,3.172674636009509246e-10
3.005709888515984497e+11,2.813169958787238082e-10
2.663627047449815979e+11,2.806803336767679111e-10
2.531147091903754578e+11,2.704393727992266364e-10
2.676628868096757507e+11,2.867415347095480365e-10
2.476357379602743225e+11,2.476921565029043869e-10
3.223843597681507568e+11,3.175209400214213985e-10
1.948862722966245728e+11,2.896193202035388523e-10
1.812963606295292969e+11,2.088526558759965947e-10
1.742529836233777466e+11,3.182715902171047996e-10
2.034563538975890503e+11,2.587480532334484041e-10
1.549478553056502380e+11,2.943045292520476499e-10
1.786109445756429138e+11,2.770377399255521629e-10
1.656158121690581360e+11,2.196321162659138568e-10
1.655176862412561646e+11,2.914868447150528234e-10
1.353950810180371094e+11,2.258615656113470132e-10
1.160720170036871796e+11,2.162181314144161341e-10
1.111553132031823730e+11,2.323389474954852343e-10
1.105533967862431335e+11,2.424057863274675471e-10
1.037907513366122131e+11,2.672867867066386915e-10
9.857503624454389954e+10,2.000047799225946362e-10
1.018961822172533875e+11,1.839595725019774133e-10
9.294703142963183594e+10,1.742651174005425936e-10
8.172342467619700623e+10,1.833018337466733930e-10
8.470755873567788696e+10,1.739023580453267505e-10
8.553523101554757690e+10,2.286451013958077222e-10
1.086701625339375916e+11,2.338477406785209921e-10
8.758989812698463440e+10,1.876485819018582403e-10
8.923096370591323853e+10,2.196686817974392920e-10
6.700850443233520508e+10,2.208371146768059866e-10
9.858030804603486633e+10,2.003550298331164733e-10
8.025086036722053528e+10,1.545480129057410717e-10
7.026157801757009888e+10,1.832322472536892967e-10
7.544316805806404114e+10,1.645760439242437810e-10
8.134499604544712830e+10,1.534647391994246456e-10
9.015076487736694336e+10,1.478416890489106623e-10
7.773806265907868958e+10,1.291999728406739838e-10
8.649145203565882874e+10,1.121918204760287614e-10
6.452038512220699310e+10,1.144942803982163394e-10
8.190352822032711792e+10,1.548438748174225234e-10
7.246359171939669800e+10,1.221897429306003031e-10
